company_id,type,rule_id,text,confidence_pct
JSWENERGY,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,85
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
KOTAKBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,94
KOTAKBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
KOTAKBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,85
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
LODHA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LTIM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
NHPC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,88
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,85
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
ONGC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,88
ONGC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
PFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,94
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,84
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
PNB,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
PNB,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,92
RECLTD,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SBILIFE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
SBIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,94
SBIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
SBIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
SBIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,92
SHRIRAMFIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,94
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SUNPHARMA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,84
TATACONSUM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,84
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,98
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,88
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
TECHM,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,88
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",92
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
TITAN,con,CON-01,Debt-to-equity ratio of 2.22 is elevated for a non-financial company and warrants monitoring,90
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
TORNTPHARM,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TVSMOTOR,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,92
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
